ID,CURR_AGE,GENDER,ANN_INCOME,DT_MAINT
27161L91CT,56,M,824551,9/15/2016
67426J56CQ,30,M,1253051,1/18/2019
20452O24SM,47,F,1507448,6/28/2018
54607G36KX,38,F,1176077,8/31/2017
09942I54JD,44,M,1318429,5/13/2018
61630R65GO,53,F,1705826,4/17/2019
79742J53XO,57,M,1133906,6/3/2018
54865Z45AX,58,F,1304277,1/20/2019
18984U33TE,37,M,1968778,8/2/2017
27506O47PP,28,M,663688,5/24/2019
34748S46ZW,39,F,862856,9/17/2018
33319V47ZJ,35,M,688829,4/10/2017
28299Q40GJ,54,F,1152400,4/18/2018
72032D59XM,59,F,1685901,7/13/2018
84941G93RG,48,M,1785364,6/26/2017
92594N48YY,32,M,862481,4/16/2019
42410Z60YG,59,M,1530929,12/18/2016
27379Z33CC,40,F,1157274,1/28/2018
54321E10BR,60,M,1462246,10/27/2018
54731N43MB,39,M,1824839,3/21/2018
29844B51WS,60,M,892059,11/5/2017
98256C33EW,49,F,1110179,3/18/2019
88605F42WU,40,M,1464406,8/10/2018
87657N33MT,57,F,648414,8/4/2018
23807Y33DQ,42,F,1255235,11/30/2018
53102V45FV,58,F,974673,10/6/2018
09827J33EB,59,F,583630,8/13/2018
13816N42SL,51,M,446279,12/31/2017
22351M37OC,52,M,555038,1/20/2019
39232Z76EH,60,F,784619,7/2/2018
36049J75VK,44,M,1087938,1/19/2019
94684B81ZU,48,F,826291,5/29/2018
42823M36FL,34,F,1110285,2/27/2019
47627Z35XK,26,F,1049533,8/24/2018
79476J81SV,59,F,968549,10/14/2018
16160W35VN,43,M,1264148,2/7/2017
29297L15FM,61,F,477970,6/1/2018
83898O28PF,47,F,1269498,5/2/2017
39711M80KH,41,M,1700131,3/21/2019
82583C90LZ,32,F,839682,6/17/2018
83096Y69SA,41,F,948963,11/24/2017
41072Z65GS,58,M,1402609,12/7/2018
79788R31XU,51,M,1091517,2/20/2019
58397Q52ZP,62,M,1660638,6/11/2018
68101S28QD,43,M,1400195,4/12/2018
10316L79WC,32,M,1041186,6/25/2018
54101N78VJ,37,M,1138634,8/1/2018
73633K58MY,48,M,1576744,2/27/2018
88972G62PW,36,F,1094001,9/8/2018
05605C88AG,33,M,1494646,7/6/2018
39025N84DZ,43,F,1236231,7/6/2018
03169E36GT,28,F,952179,12/8/2018
99418U52IQ,30,M,1425172,3/1/2018
14429Y83AE,32,M,871537,11/8/2017
19258O66VT,44,F,1277876,12/28/2017
51052H16DO,27,F,1065895,4/9/2018
38062D94IX,56,F,678588,5/4/2019
43357W50JD,47,F,841960,9/11/2018
75000C97WS,37,F,1262976,6/13/2017
44813S74RA,59,M,607718,5/1/2019
07515W42NB,46,M,921669,7/12/2018
26483Q09SU,27,F,784773,6/1/2019
34907W75OI,54,M,1902739,12/22/2017
77451O28AL,29,F,577113,8/10/2017
67890N48XD,35,M,1212642,4/10/2018
75584Q37YW,30,M,1118863,11/25/2017
23280P44KZ,27,F,672240,12/24/2016
65748J48VO,27,F,915449,4/21/2018
13694O97RR,53,M,1360765,10/4/2017
14044E67SB,53,F,769537,4/8/2018
99539X60GS,36,F,1328800,5/22/2017
28512G99HH,51,F,1478091,3/3/2019
60272Z10SX,53,F,1872377,3/10/2019
91575C79TL,25,F,1002992,2/13/2017
16754A08EW,39,F,1413127,8/8/2018
09536L84WB,53,F,889503,7/26/2017
63926A77LF,31,M,1157221,1/29/2019
14697R05WS,64,F,1098506,4/26/2018
46381H26RG,34,F,915737,5/22/2018
74988K95TL,39,F,1163910,6/29/2017
97997Z24EC,39,F,1053709,1/11/2017
94016P99OE,60,F,648350,7/11/2018
28576C25HG,46,M,885045,7/9/2018
28308T04LY,28,M,1354227,2/12/2017
62978S54WR,48,F,1208031,11/11/2018
71015T12FL,30,M,911567,1/23/2017
58215D31IN,58,M,758741,12/8/2018
80845F13FT,45,F,888474,3/21/2018
79983H36CC,26,F,752864,5/25/2018
48673L06SQ,57,F,1869848,1/16/2017
08617K58RV,50,M,1108530,11/1/2017
00725I16IM,25,F,919833,6/24/2019
87661I61YE,35,M,759385,1/28/2017
43293V85NP,47,M,1529232,5/28/2019
79991G59AE,39,M,1477589,9/24/2018
03298D82MP,55,F,1758181,7/13/2017
65753S53QM,42,M,1974815,4/3/2018
54936D86RE,58,F,545502,11/10/2018
09581G35ES,64,M,666883,7/4/2018
36830Z94JK,36,M,1726764,7/2/2018
23160K50NY,59,F,599043,4/13/2018
59851R02EG,46,M,1400212,2/8/2017
06939A18GR,54,F,1632137,2/16/2019
78917F93YE,29,F,958163,3/4/2018
24548B76JR,56,F,1741523,4/9/2018
28824O54DJ,63,M,374330,3/26/2018
14422L01KM,58,M,1122651,3/27/2017
30596Q94VF,55,F,1782542,8/30/2018
01046C14EG,36,M,1368169,5/12/2019
24381L94RX,51,F,1455839,3/30/2018
56500K60TV,53,F,329676,6/10/2017
35655G52NZ,54,M,1885873,6/21/2019
85709L43QJ,31,F,512928,3/16/2017
68429K47BQ,32,M,1189506,11/23/2018
82099J74MO,45,F,1409669,5/23/2019
44893D31BG,38,M,1878224,4/23/2018
80810M13JE,60,F,1744812,11/29/2018
10651D22PU,35,F,644908,4/15/2018
40451B79KM,57,M,639185,5/6/2019
42954F54DC,36,M,1139549,5/10/2018
33980V97FU,52,F,1867355,8/29/2018
62585K21EY,42,F,1091414,5/11/2019
79170X75AC,43,F,884202,4/24/2019
36586N06QV,37,M,1667630,8/10/2018
48948S05TQ,43,F,1186560,6/8/2018
30518X28BX,29,F,731729,9/29/2017
05529O37NK,60,M,1641940,3/8/2018
69784S24CV,57,M,1614017,4/22/2018
07680O56PC,46,M,1113567,10/28/2018
93145Y01VQ,61,M,1239196,3/19/2018
47019K45UE,46,F,1481829,5/28/2017
55829W80QZ,37,F,1080606,6/11/2019
53442D40AR,32,F,747979,2/23/2018
65955A23EV,49,M,980021,6/2/2018
51417C27DG,52,F,1095518,9/20/2018
56874U12WK,64,F,324890,1/17/2018
43607P34PD,27,M,823314,1/1/2017
98287Z98ZR,57,F,606697,6/15/2019
79288S96SB,41,M,1792024,7/27/2018
71070N64WY,43,F,1369316,4/7/2018
62598N48RM,48,M,1672762,3/15/2018
79575P76OO,25,M,1032220,3/18/2018
64016A90PL,39,M,822888,5/26/2019
86359P84MG,64,F,590899,12/14/2018
67480C24RI,48,M,825241,5/4/2019
91763G88PG,32,M,722636,10/17/2017
67856W27SU,33,M,1025880,3/3/2019
08290U21ML,33,M,1324618,2/7/2019
38897U87BQ,26,M,808225,6/21/2018
26340T65AY,51,M,1944574,12/1/2016
70790Q79PU,43,F,1238766,2/16/2018
69922T39QO,56,M,1007921,10/3/2018
93816A38BR,34,M,1202327,1/1/2019
05446E12RT,64,M,1838750,9/17/2018
78098L18JL,41,M,1469457,5/15/2018
49589X94MS,35,F,768285,11/29/2016
98156S26TZ,25,F,816583,7/20/2018
81755P03QR,64,M,1415679,8/25/2018
57487L14IP,30,M,942628,7/3/2018
30234Z81WP,48,F,1392843,8/1/2017
68735Y39KS,60,M,1985145,7/5/2018
70505B15FM,30,M,602630,4/18/2018
47743F93II,39,M,1327914,2/25/2019
33438D13DC,46,M,1792569,9/24/2018
70472D53NW,54,F,1425783,7/26/2018
11926A92TD,37,F,1241148,5/2/2019
93370Q18CE,63,F,762942,2/16/2018
03969V50LN,54,M,1218180,6/1/2018
64356I43UP,34,M,961767,2/19/2019
05464A93OU,62,F,393922,9/5/2017
09937A37EF,62,M,1145465,4/3/2018
20068Z00VW,62,M,605126,6/19/2017
33811T92HM,38,F,1197491,6/10/2018
76613P75BT,37,F,1536519,8/4/2018
20860V45NJ,57,F,1520340,5/16/2018
16542A11IZ,51,M,694130,10/22/2018
53756K91ZN,61,M,1695323,7/3/2018
89552H08ER,65,F,392215,4/30/2018
00705I62II,64,M,522406,11/21/2018
52235H69SX,53,F,591109,6/17/2018
65708P51QO,37,M,1454170,3/31/2018
98251E39UK,58,M,807425,2/18/2019
47377X08BX,38,F,1569340,10/1/2017
36337E58BW,37,F,897801,5/8/2019
81935G37OO,50,F,1482581,8/30/2017
94511N66YW,55,M,331778,7/7/2018
36088Q55UV,48,F,1148350,10/6/2017
54173I17FI,41,M,885081,3/27/2017
29227C42EL,46,M,1893943,7/24/2018
95536W28PP,30,F,1118359,6/23/2018
07736J63ED,62,F,562426,11/17/2018
10676T46JS,61,F,1574532,3/19/2018
98059U87JN,40,F,1505937,3/9/2017
31641P75IP,47,M,1636210,10/24/2018
45010F14VB,53,M,602177,2/12/2019
49181D38LC,64,M,1862003,4/1/2019
78852Y36MS,59,M,697023,5/15/2018
15815J97EG,41,F,1472405,5/29/2019
30157P07SQ,29,M,791382,5/12/2018
95541D54QC,65,F,1312538,9/28/2018
29188Y32FH,59,F,679246,6/6/2018
57319Z18TI,60,F,1488995,7/6/2018
43606O88GC,34,M,1282336,11/14/2016
19593X74AG,44,M,879310,10/7/2016
47107A27DA,26,F,828721,7/23/2018
56299P07HF,47,F,1270215,7/18/2018
04767U85XN,44,F,882682,3/9/2018
37096J34RC,57,M,1834501,8/23/2018
44806H97ZO,30,M,843611,6/1/2019
35068W22XY,65,F,1429423,6/16/2018
09350U55LU,61,F,1029652,11/30/2018
77715M61TM,54,M,1592172,12/7/2018
08358J83DH,30,M,1388539,3/18/2019
60715A83WF,57,F,1529748,6/1/2019
95330A82WM,56,M,948017,4/10/2019
59532U35SJ,34,M,972690,3/17/2019
62641E05SN,42,M,1616727,10/24/2018
78915H74KJ,50,M,1574773,6/13/2018
31967Y65DX,48,F,983274,1/18/2019
03076A12DE,55,F,1250496,10/19/2018
97929U23CR,42,M,1487443,8/11/2018
38104T11EG,54,F,1557613,12/26/2018
82047S71MU,61,M,1584665,1/15/2019
72884W60JE,55,F,1750782,10/19/2017
18169U14KG,40,M,925232,7/14/2018
58685F07RJ,52,M,919623,10/14/2018
22298Y46PD,56,M,1338776,1/1/2017
14240Y00ZA,60,F,667907,1/16/2019
32564Z36RU,62,F,1831396,9/10/2017
55964C24PQ,53,F,650180,7/8/2018
12752Z07XW,50,M,1054327,2/28/2019
95991G91JD,35,M,1404614,4/20/2018
56399V34DV,31,F,1104401,10/24/2018
48783B23XB,45,M,1166093,2/12/2019
39665D57WU,45,F,1314562,8/11/2018
75770U68VY,63,F,1168969,1/23/2018
38240W43ZI,63,F,1540654,7/4/2018
13366S42WN,33,F,841180,3/30/2018
27890Y27SP,51,F,808039,5/1/2018
29177Z83DN,58,F,1661066,6/14/2019
13486C76IN,54,F,761016,1/23/2017
59614Y04JL,37,M,1427215,7/20/2018
55130B89UX,26,F,554642,4/24/2018
38781V26LF,62,F,744568,12/20/2018
36224K54UL,64,M,1556793,5/16/2018
89651X94ZP,62,M,1002021,9/18/2016
14888O72VE,46,F,1235414,10/17/2018
41126Q15UV,35,M,936385,5/1/2018
33798Q83FI,28,M,1089527,12/2/2016
10149D72XI,54,F,926784,10/17/2017
48178R42FM,46,M,1554141,9/1/2018
67424Q26XT,47,M,1041347,5/20/2018
72896C46WE,42,F,988942,3/26/2018
05064V43KG,52,M,1664453,12/20/2017
65296J31MN,39,F,1131540,3/27/2018
31185K03KZ,33,F,740425,4/19/2018
20643S52UK,37,M,1175576,10/16/2016
08964D13OB,51,F,716593,3/10/2018
96570D30LL,39,F,1555871,5/11/2018
02054L34NU,54,F,1206079,5/21/2018
12141S62WF,57,M,1797605,11/1/2018
67163R88EX,50,F,1501884,11/12/2017
30762Z49MR,63,M,1736755,5/5/2018
40469O69MB,32,F,1166567,1/12/2018
65908V53NX,47,F,1398891,5/9/2018
34707A52NT,27,F,532310,12/25/2018
30846C82MT,42,M,1749162,7/31/2018
80121M47JM,51,M,563426,6/7/2019
34165P77WS,40,M,1593460,11/4/2016
76063O97QQ,29,M,1423006,9/2/2018
81473J00MG,45,F,1403317,11/8/2018
79646X88LT,47,M,1647943,10/1/2018
26694S91EU,63,M,1967402,7/1/2017
32009S58DO,50,M,1050565,2/8/2019
06014N00EO,32,M,1292632,4/28/2018
24597C88BZ,27,M,1219438,8/17/2018
58624I49PC,49,F,988601,3/25/2017
14944O78AK,51,F,361971,5/26/2018
13809F12RD,61,F,1532088,8/11/2018
43399C17IW,50,F,1425381,12/31/2017
67734Q85UK,38,F,1589603,12/12/2016
69147X36LT,58,F,580890,9/16/2018
31717I92FR,53,F,1241018,8/10/2018
76354C12FG,59,M,1340480,1/3/2019
18664F16YF,32,F,671332,6/11/2019
14915O38TC,55,F,480279,6/18/2018
57749X26MU,40,F,938719,5/29/2019
02183V61MZ,46,F,1463283,6/30/2018
03461Y14BP,25,M,836690,2/9/2019
01218K38GD,57,F,1708320,5/25/2018
75655G86AG,48,M,1826569,8/15/2018
08493P76WY,37,F,1420607,10/13/2018
78792I22JA,35,M,1199971,8/4/2018
81745H35ZG,61,M,917479,12/1/2016
95583X32MM,27,F,843699,7/30/2018
46368S20NS,26,F,590038,6/3/2018
21749G62HQ,34,M,912624,7/17/2018
34074H95OM,57,F,1135461,1/13/2019
76577S13EZ,45,M,1406950,2/6/2017
63081G46FF,35,M,1453246,3/28/2017
51663C86NL,63,F,1644224,4/16/2019
73228O02SB,59,M,413817,9/1/2018
90438G77CL,65,M,509085,9/16/2018
85814B93BF,36,M,906620,8/14/2018
61916S64UP,38,F,1481547,2/24/2017
95384U85UI,43,F,959731,11/19/2018
73972V50NM,32,F,1003013,5/22/2018
98793G02MU,55,F,625085,3/15/2019
26705I01AN,53,M,1017824,12/14/2018
04677X82HD,29,F,1026579,7/8/2018
68720K90ZS,58,F,1113557,12/26/2016
51583L05YU,33,M,1126020,5/17/2019
84997K23VO,48,M,1936660,8/16/2018
91853I17AO,42,M,1275204,12/1/2018
29050D19VS,26,M,1157881,11/11/2018
63141A03CS,61,F,335226,10/6/2018
92198G04RB,31,M,618488,7/2/2018
94193W19KT,60,F,804228,3/13/2019
90533K78MY,38,F,1424315,10/1/2018
05200B10RO,44,F,828209,4/29/2018
98601M26RR,59,F,1892234,10/9/2018
21761R89JE,54,F,1759319,1/17/2019
07603W05EP,55,F,953652,8/10/2018
37642R73GO,43,F,1373468,4/4/2018
53911R85BH,44,F,1386680,4/14/2018
75379E82SU,43,F,1126358,7/15/2018
90480N68ZZ,57,M,495721,1/24/2018
84882J49FT,37,F,1376676,3/6/2018
18931K06KO,51,M,692430,5/26/2019
43884G07NJ,36,M,1736445,6/24/2017
90314G66OU,28,M,1402419,12/11/2018
48464M77CR,40,F,1302991,11/8/2018
83633Q55MK,25,F,825251,2/11/2018
15340F84KJ,33,F,862374,10/3/2018
03107T30OZ,59,M,447017,4/6/2018
68940U87IX,28,F,1075021,9/2/2017
83195O13KR,46,M,964129,4/22/2018
04329H23WN,29,F,608299,11/27/2018
53422S34QC,53,F,1868735,11/19/2018
45830Q85VI,35,M,641531,1/24/2018
92351O66ZU,63,F,1940979,5/19/2018
11216U71AP,47,F,1483442,4/12/2019
11011P52UL,47,M,1355858,8/19/2018
09872F00QW,43,M,1445632,4/17/2019
46610T11MI,33,F,794101,12/15/2018
29991L49WO,29,F,836505,10/11/2017
98233M40ZZ,31,M,949459,6/4/2018
99023P42XX,52,M,870361,4/27/2019
81101O18QS,63,M,650584,7/2/2018
53130Q57SV,30,M,1193907,10/28/2016
82031F85JT,28,M,652380,8/6/2018
37352Z97CR,40,F,950127,6/12/2018
36587V92KK,62,M,853081,2/5/2018
94691S50SL,34,M,1079980,12/10/2018
75839G00VJ,25,M,1005877,10/13/2018
95611B82QL,53,F,1479088,4/4/2018
61519Z96TC,27,M,1051971,7/5/2017
93143Z38ES,38,M,1694459,11/2/2018
63791T35WV,36,F,1323519,8/28/2018
49255L61MW,45,F,1275205,5/30/2019
25616B36UF,59,M,910531,10/7/2018
33011M23QK,52,M,421373,9/17/2018
87734P99LG,49,F,1504611,4/6/2019
32546P23EX,32,F,648891,4/10/2018
88401P22DR,53,F,1341946,7/2/2018
94658L76TA,46,M,977210,8/21/2018
69134I90SQ,38,F,1385807,7/3/2017
89408T64JB,27,F,1005473,11/30/2016
53894B30UV,26,M,1437571,1/17/2019
39693R75AW,48,F,874775,4/29/2019
56616W07OG,58,F,1426025,2/21/2019
82780W39MD,41,F,1415085,3/13/2018
63743X73UJ,33,F,566957,4/30/2018
95341V41CH,65,M,794690,5/9/2018
86336K30TU,25,F,618364,2/28/2018
54070V32XA,39,M,1480636,12/23/2016
75866M43OO,51,M,1225788,4/30/2019
05737V10LJ,26,M,1426895,6/29/2018
47491V63CT,41,M,1880897,4/6/2018
58822S11KG,28,F,1102197,8/1/2018
55939Y09DH,27,F,1184154,4/20/2017
67741W11IS,49,M,1529881,6/13/2018
05197Z26ME,61,M,1228255,6/27/2018
34609J68NK,42,M,1656653,12/18/2018
51475O36NN,37,M,1345229,1/31/2019
52766Q16KA,37,M,1337492,3/12/2018
69961G49BB,62,M,1969897,10/12/2017
80427H10QR,61,M,1608674,4/1/2018
74781P29XH,53,M,380862,8/15/2017
89461Y33WN,47,F,850460,7/15/2017
95907Y01VN,30,M,1186401,6/9/2019
83368D54TB,33,M,1490486,3/12/2018
36823A56TE,41,M,1253878,7/15/2018
54688Z10AO,34,F,940423,5/3/2018
07318A10QF,63,F,1130815,6/12/2018
92534N56MR,25,F,1036852,2/24/2018
92521M29AS,60,M,345943,7/12/2018
85497K02QT,40,F,1220856,4/22/2019
63723M86WT,38,F,1131684,4/18/2019
01235H24QL,26,M,1297176,11/4/2018
13651N14QO,60,M,1244610,9/19/2018
52441N66XK,27,M,680648,5/30/2018
80775D45DG,55,M,1278016,4/15/2019
59144Q81JM,39,M,932051,9/12/2018
29039D94EN,39,F,1340758,2/19/2018
80633V17PK,31,M,1357443,10/20/2018
12919V16UJ,37,F,1269094,7/5/2017
32033X13WS,53,F,1197572,3/22/2019
06276C61VM,48,M,1324459,7/17/2018
34718K25RA,50,M,1145793,3/13/2017
13479I42OJ,57,F,1274624,6/2/2019
89642M18JX,25,M,1015933,3/13/2018
02670X30RU,52,M,1672733,6/11/2019
52465I20XS,63,M,1296436,7/25/2018
41699P15EW,38,M,1850384,11/27/2018
42029D32US,43,M,1913692,11/25/2016
59634B99YT,27,M,815010,7/29/2017
68567G50CM,63,M,845437,8/11/2018
88378F90UG,36,F,882078,1/23/2019
79785N76XV,52,M,564410,4/15/2018
98125F48DH,50,F,1581157,9/2/2017
39489Z84LF,35,F,1030389,12/2/2018
48429A29SW,36,F,1320948,12/18/2017
97678A01LV,64,F,1027761,6/14/2018
27174P43SN,25,F,598652,2/16/2019
23392D26FS,27,M,948746,5/15/2018
10415S03MC,36,F,819626,9/13/2018
66641N42ZC,33,F,1150569,3/4/2019
95303K22XY,28,M,962945,4/8/2017
71828T32XY,54,F,1282888,1/16/2018
66003K19RC,31,F,702347,3/4/2019
74077W55RV,38,F,1099638,11/19/2016
17938Z88GO,62,F,1408982,12/4/2018
45285T00OU,61,F,877581,3/11/2019
54576Q96JP,34,M,629675,10/6/2018
81317V47CB,46,M,853220,2/27/2018
16329U54NP,59,F,1769764,5/6/2018
14440E39YL,52,F,892352,10/27/2018
33042K38IW,25,F,886426,7/23/2018
38739N13ZM,26,F,822809,11/25/2018
61078P66DN,54,M,1631557,12/23/2018
03122A74BP,41,M,1534146,9/30/2018
28884C84US,37,M,1365880,10/2/2018
25954O26RV,36,M,1455522,4/30/2017
64626Z16WX,41,M,1868539,3/6/2019
01452F34HC,48,M,922333,5/31/2017
85954Y31JQ,60,F,824009,9/20/2017
83517K64KB,64,M,1301284,8/21/2017
61374D43YZ,31,F,859882,6/23/2019
30839Z03WN,28,F,593065,2/27/2018
81379Q22XA,42,F,1550659,7/27/2018
65521O19QP,46,M,1623323,5/12/2018
19293E40DA,33,F,871370,7/3/2018
02568H05QP,63,F,1177673,1/10/2019
89796T54LH,63,M,1740019,9/3/2017
78621P10LJ,36,M,886419,6/5/2018
02879J73AN,53,M,339373,4/14/2018
64299A86YE,39,F,820751,2/14/2019
08239O33UF,32,F,1001609,5/10/2018
57514G93LN,33,M,1322390,5/28/2018
72085D07KR,28,M,1052693,5/7/2018
52885H56KP,60,F,747256,4/10/2018
49731D34XG,47,F,1144421,5/9/2018
26971N59ZN,57,F,1358698,11/10/2018
10545N94NC,59,F,1663638,2/1/2019
32542S71FS,57,F,626261,4/16/2017
97044P83ZI,25,F,684095,6/21/2018
76258T85TY,63,M,536320,8/24/2018
69808F55VE,52,F,319438,10/14/2018
31265K39RV,65,F,1435185,3/17/2018
11543Q01RW,35,F,884330,9/3/2018
02149A17MS,64,F,1818979,10/6/2018
26433S93QE,48,M,1439959,8/5/2017
09056S62FL,54,F,915929,2/26/2018
92016D98HE,65,M,1690681,8/11/2018
77305N16FB,56,F,1928068,7/17/2017
72604V20PS,43,M,1389080,7/16/2018
61119J73GI,65,F,1245790,6/30/2019
91534Z11IX,54,F,1615316,6/25/2019
71558D45NT,63,F,1958111,12/29/2018
87257R58MP,53,M,1492515,4/16/2019
42452P76PN,51,F,675707,5/26/2017
76371H13GA,50,F,1363281,5/10/2017
30642U73CC,58,F,1486530,8/21/2018
88912D63PL,29,F,855764,9/8/2018
88981C25UJ,34,M,628954,5/19/2019
76632V22EO,63,M,1604096,9/6/2018
72167U17UH,35,F,1051069,4/8/2018
98371Y03DU,42,M,1956393,6/11/2018
22198Z55FD,44,M,1491669,1/29/2019
52755P01YI,60,M,1918660,9/1/2017
85800N37UC,38,M,867654,12/10/2018
86674J12BY,45,F,823353,6/10/2018
44125Y20BS,28,M,1151368,6/14/2019
83657I39IC,54,F,634619,10/15/2018
60659G29YO,51,F,411866,6/1/2018
85360Z34ZM,32,M,1201025,3/3/2018
45374Z23NI,49,M,1800771,3/6/2018
18237X98JJ,47,F,1384769,9/12/2018
36487X55JX,52,F,946163,9/24/2016
33812Q39TR,30,M,1308261,2/25/2017
89100R88YG,33,M,1095667,2/28/2018
56217I32LT,60,F,1832114,2/27/2018
05849E90YW,49,F,1378901,6/12/2019
02919P77NL,65,M,303077,4/15/2019
69253Z82HW,30,M,610522,8/23/2018
30615M95BH,28,M,775256,3/3/2017
43306Z22UB,49,F,818490,2/4/2019
07733Z89XL,30,F,1112238,10/10/2018
55929H53GW,63,F,816913,8/17/2017
02135V60SQ,50,M,857522,3/15/2017
99265E58YN,61,M,1591686,1/10/2019
16301I38JT,30,M,1047238,6/26/2019
17318S63FS,50,M,1756350,7/30/2018
35918F52KE,64,F,1009023,5/28/2017
82767V26HH,51,M,626974,4/20/2019
96470Q98EL,28,F,842293,5/30/2018
25317S71HQ,39,F,1408320,7/26/2017
53033K19LM,36,M,1045695,8/8/2018
74541A29OY,41,M,981079,1/12/2019
80629O37IP,31,M,1221054,12/12/2016
00674U65WJ,30,M,609083,11/28/2018
23166N37OU,55,F,1683570,3/22/2018
66315G86JK,39,F,1337856,6/9/2019
00120D72KE,30,M,1320203,12/19/2018
84154D19EX,25,F,897401,4/7/2019
44528T85JR,56,F,524066,7/25/2017
54795Z03XE,51,F,673536,4/21/2018
03454A82ZD,57,M,628540,6/30/2017
73397T72CB,60,M,1403996,10/9/2018
59186C29XL,49,F,872249,5/24/2019
05783C15TI,33,F,784575,8/11/2018
83251G45GC,41,F,1171022,9/2/2018
84687O82CD,26,M,941157,2/24/2019
39532Q57RL,49,M,1302915,8/20/2018
51578D53YA,33,M,910034,7/5/2018
82997R11NH,54,M,435866,3/27/2018
95535H40MB,56,M,1584507,7/14/2018
25842P99AD,42,M,1014133,4/8/2017
56679X15KL,63,F,1738496,12/30/2016
38799N62LE,40,F,1246434,2/22/2019
04235G00DO,31,M,781449,4/10/2019
66139N60OC,28,M,1405257,8/5/2018
06764Q74IU,63,M,853302,5/25/2018
94015T10CV,62,F,603460,11/9/2017
87687L94WG,43,M,1280122,4/8/2019
73853F15IM,46,M,1283859,5/10/2019
03749F59VE,28,M,1040931,3/2/2019
86057P00PP,63,F,825788,5/15/2018
42071L40JI,35,M,674587,6/2/2019
97197B35HG,46,M,1173466,10/20/2016
64970E19ST,64,F,842208,12/11/2018
03828Y31KL,33,F,534497,10/24/2018
76834J40RE,25,M,1382022,7/19/2018
23529Z84GR,47,F,1539715,10/21/2018
69363J48OD,42,M,1415206,3/2/2019
03647L61XQ,53,M,1715858,8/2/2018
87958W47KC,44,F,1365914,7/2/2018
21994M73KS,43,F,1039609,1/25/2017
17118Q34YB,39,M,1623651,4/28/2019
90973C76UJ,65,M,489387,4/25/2018
26606V53ZM,32,F,971300,3/17/2017
46776I29DQ,51,F,415554,2/3/2019
02344R16IL,62,F,1820512,6/2/2018
02232N94WR,32,F,1082461,2/16/2018
84764C33PL,36,M,1062048,3/16/2018
15665E14CU,54,F,1754304,4/9/2018
62575Z63HJ,28,F,742725,12/10/2016
59635L28HV,40,F,1549194,2/25/2019
26092W05ON,61,M,1987985,6/12/2019
99606E78EL,33,F,557853,4/23/2019
62629U41NC,30,M,777499,5/6/2018
05200U04WT,46,F,912196,4/6/2019
43405G43HX,58,M,1392611,3/30/2018
57747N27IF,39,M,1843245,9/4/2018
55889D76YU,25,M,791206,8/22/2018
68326J04WT,61,M,1786602,4/22/2018
35762A34ER,40,F,967163,12/1/2016
63210T84XD,44,F,1250833,6/17/2018
74891T79QC,57,F,666713,5/3/2018
18700X49WB,26,F,829738,8/20/2018
36009J19HM,58,M,1944606,6/8/2019
64040K18BS,60,M,1710845,5/12/2019
88110U36DG,55,F,444162,5/29/2018
69361U33TU,29,M,700258,11/26/2018
13458L06DA,41,M,1651191,9/14/2018
32078G54UO,32,F,1117945,10/13/2018
13900R96PW,50,F,1166078,7/10/2018
68941K17TD,49,F,1409664,1/15/2019
53642W83WG,29,M,1210809,6/20/2018
95279P65WD,33,F,775193,5/17/2019
01116T03OR,47,F,973740,3/18/2019
93847R30UW,44,F,957749,12/24/2018
89307V67YK,46,M,826342,6/27/2018
34516P02GS,45,F,1074276,5/27/2018
27349I55JO,55,M,1387663,5/23/2019
04532Q43CJ,43,F,1328319,8/1/2018
94752U71KR,42,F,1142698,10/25/2018
91885Z42SQ,35,M,798602,7/21/2018
70136Y89OI,53,M,1665693,6/22/2018
60743G34XN,59,M,653329,5/10/2018
38569C65DG,48,F,1524656,6/27/2018
16808G37SR,28,F,1198150,10/27/2016
36657A17JH,54,F,912895,6/28/2019
61963G81HJ,55,M,373341,9/20/2016
98691R87FJ,27,M,1094070,1/28/2019
00526T66KC,60,F,1530560,6/25/2018
33582N37GU,52,M,1732525,8/19/2018
55286G88AH,29,F,940174,4/12/2017
65981D16CM,43,F,927683,1/16/2017
86791Z85NE,65,M,359467,6/12/2018
02834U38YS,38,F,1145435,8/16/2018
47853X79TI,25,M,1429032,12/15/2017
08006W65QJ,42,M,801773,5/3/2019
34057O34JP,51,F,1091865,10/3/2016
17984R19JZ,36,F,1382811,2/19/2018
97205H32RL,38,M,814545,7/30/2018
42078P64AO,31,F,1160777,8/23/2018
24016L15CS,29,M,1161590,3/18/2018
81822L69HY,44,M,1337393,9/4/2018
22927H28CE,61,F,917396,3/8/2018
07506Q18KE,41,F,1193838,5/31/2018
64357L02UC,36,M,1670324,2/8/2019
17241R62VB,29,F,1105354,3/29/2018
61461W89OS,30,F,652518,11/8/2018
97615I91TH,36,F,1194486,5/21/2017
65980Z47DK,63,M,977315,10/1/2016
54573P44BJ,42,F,1303399,9/24/2018
01746F56SR,25,F,721430,5/21/2019
30204S50PV,60,F,1131708,5/14/2019
35333A70GM,47,M,1804155,6/10/2019
24697T76MN,63,F,1186061,11/25/2017
67509T15TT,64,F,628091,3/10/2019
46967K19HH,33,M,1482484,6/14/2018
08747Y76DA,61,F,868918,10/4/2018
88288R24XA,49,F,1541312,10/6/2018
38335T51YI,64,F,570996,11/2/2017
87156X86DY,30,F,1155441,1/2/2019
