ID,CURR_AGE,GENDER,ANN_INCOME,AGE_CAR,PURCHASE,AGE_CAR_SEGMENT,GENDER_M,GENDER_F,SEGMENT_1,SEGMENT_2,SEGMENT_3,SEGMENT_4
36700D62CK,33,F,443690,364,0,3,0,1,False,False,True,False
36700E62PL,40,M,774160,212,0,2,1,0,False,True,False,False
36704U52KU,44,F,797301,134,0,1,0,1,True,False,False,False
36704Z22RB,29,F,459592,276,1,2,0,1,False,True,False,False
36707J19HQ,63,F,211275,320,0,2,0,1,False,True,False,False
36712S31BR,57,M,236192,397,1,3,1,0,False,False,True,False
36719D43QB,58,M,72020,75,0,1,1,0,True,False,False,False
36723F97DL,37,F,369861,465,1,3,0,1,False,False,True,False
36727A07ZI,36,M,451413,356,1,2,1,0,False,True,False,False
36727X02EF,33,M,163335,485,1,3,1,0,False,False,True,False
36728E91HD,52,F,137717,343,0,2,0,1,False,True,False,False
36728R50PA,61,M,397374,98,0,1,1,0,True,False,False,False
36730N31VL,46,F,605928,364,1,3,0,1,False,False,True,False
36731L57XA,58,F,412360,226,0,2,0,1,False,True,False,False
36731S20UC,30,M,151792,299,1,2,1,0,False,True,False,False
36736M74JU,54,M,273254,12,0,1,1,0,True,False,False,False
36736X35PL,37,F,414120,304,1,2,0,1,False,True,False,False
36737G12FU,46,F,570091,527,1,4,0,1,False,False,False,True
36740Z99KS,31,F,360828,483,1,3,0,1,False,False,True,False
36744N64EM,43,M,262359,26,0,1,1,0,True,False,False,False
36746X04BJ,47,F,475029,416,1,3,0,1,False,False,True,False
36749G04RO,25,M,267820,86,1,1,1,0,True,False,False,False
36749U28IC,41,M,291710,291,0,2,1,0,False,True,False,False
36751G18BC,39,M,486439,201,1,2,1,0,False,True,False,False
36762L37AA,38,M,642757,699,1,4,1,0,False,False,False,True
36763F35DL,42,F,410224,794,0,4,0,1,False,False,False,True
36765Y52NM,55,F,333043,34,0,1,0,1,True,False,False,False
36767T15XW,48,M,128113,370,1,3,1,0,False,False,True,False
36771H59TW,59,M,558415,509,0,4,1,0,False,False,False,True
36773D68YH,42,M,422730,207,1,2,1,0,False,True,False,False
36774T51CQ,37,M,576901,878,1,4,1,0,False,False,False,True
36777O02FD,47,M,534915,545,1,4,1,0,False,False,False,True
36779R95IY,58,F,103920,911,0,4,0,1,False,False,False,True
36781A83SD,41,F,715160,316,0,2,0,1,False,True,False,False
36782D14XK,28,M,296243,90,1,1,1,0,True,False,False,False
36785Q04NY,33,F,359505,481,0,3,0,1,False,False,True,False
36791F96SJ,55,M,744589,191,0,1,1,0,True,False,False,False
36795Q34OO,33,F,425617,466,1,3,0,1,False,False,True,False
36797B41ZI,65,M,96629,65,0,1,1,0,True,False,False,False
36801X84JH,37,F,580528,258,0,2,0,1,False,True,False,False
36808N16BA,27,F,318245,214,0,2,0,1,False,True,False,False
36810P11XN,63,M,351916,282,0,2,1,0,False,True,False,False
36813G43HV,53,M,232080,157,1,1,1,0,True,False,False,False
36818C78NO,37,F,280053,275,0,2,0,1,False,True,False,False
36820K80XR,37,M,300885,344,0,2,1,0,False,True,False,False
36825W15TV,64,M,616068,406,1,3,1,0,False,False,True,False
36828G69MY,62,M,233898,693,1,4,1,0,False,False,False,True
36831E19GZ,46,M,453128,219,1,2,1,0,False,True,False,False
36835X15SA,38,M,255963,352,0,2,1,0,False,True,False,False
36839B38IQ,47,M,408950,318,1,2,1,0,False,True,False,False
36851B13VQ,29,M,213293,11,0,1,1,0,True,False,False,False
36858O70HL,47,F,369776,378,1,3,0,1,False,False,True,False
36860F85FI,56,F,412869,356,1,2,0,1,False,True,False,False
36880K72IP,48,F,713744,434,1,3,0,1,False,False,True,False
36882F65LC,39,F,464584,159,1,1,0,1,True,False,False,False
36882M96RK,46,M,381360,217,0,2,1,0,False,True,False,False
36883P46OE,25,M,270986,420,1,3,1,0,False,False,True,False
36883W17WG,50,M,552419,365,1,3,1,0,False,False,True,False
36884F93JQ,27,M,254887,204,1,2,1,0,False,True,False,False
36885L10PE,59,M,799701,421,0,3,1,0,False,False,True,False
36888F29RX,38,M,234105,424,1,3,1,0,False,False,True,False
36890F51XJ,43,F,469277,76,0,1,0,1,True,False,False,False
36894T37NK,48,M,249434,483,1,3,1,0,False,False,True,False
36897T13JE,58,M,662208,411,1,3,1,0,False,False,True,False
36898Z58SA,64,M,186201,312,0,2,1,0,False,True,False,False
36900N70LM,35,F,245267,203,1,2,0,1,False,True,False,False
36902M66CT,57,F,128667,72,0,1,0,1,True,False,False,False
36909U87OK,28,M,206190,213,0,2,1,0,False,True,False,False
36911X56HC,27,M,156876,995,1,4,1,0,False,False,False,True
36916R02TW,48,M,181771,351,1,2,1,0,False,True,False,False
36917V68BR,53,F,348523,209,1,2,0,1,False,True,False,False
36921K74QL,30,M,190227,613,1,4,1,0,False,False,False,True
36928N25VV,61,M,314307,284,1,2,1,0,False,True,False,False
36928U33ND,50,M,228517,104,0,1,1,0,True,False,False,False
36929M94TZ,56,F,172216,443,1,3,0,1,False,False,True,False
36930W39UK,29,F,155472,237,1,2,0,1,False,True,False,False
36932R14XA,62,F,267136,249,0,2,0,1,False,True,False,False
36935S90NO,63,F,342395,384,1,3,0,1,False,False,True,False
36936F63FR,54,F,170405,273,0,2,0,1,False,True,False,False
36936X52US,45,M,396439,452,1,3,1,0,False,False,True,False
36937D40JC,32,F,273744,358,1,2,0,1,False,True,False,False
36938Q56QU,51,F,484195,170,0,1,0,1,True,False,False,False
36938Y39UQ,35,F,362447,397,1,3,0,1,False,False,True,False
36941N07YF,37,M,500349,453,1,3,1,0,False,False,True,False
36945H75DE,36,M,427861,101,1,1,1,0,True,False,False,False
36946G95IM,39,M,488091,366,1,3,1,0,False,False,True,False
36946J86PE,49,M,189497,421,1,3,1,0,False,False,True,False
36947Y19YC,64,M,153819,965,1,4,1,0,False,False,False,True
36948F88IH,62,M,278782,255,1,2,1,0,False,True,False,False
36948Z95KO,44,M,406269,413,0,3,1,0,False,False,True,False
36953J83YC,32,M,255293,236,0,2,1,0,False,True,False,False
36956D95OI,42,M,460830,333,1,2,1,0,False,True,False,False
36956W62VR,37,M,313426,315,1,2,1,0,False,True,False,False
36960B56ZK,53,F,488603,53,1,1,0,1,True,False,False,False
36961H26BO,38,M,450386,465,1,3,1,0,False,False,True,False
36961U10DE,53,M,359960,159,0,1,1,0,True,False,False,False
36963N62FO,39,F,309477,302,0,2,0,1,False,True,False,False
36963W03PC,63,M,403269,265,1,2,1,0,False,True,False,False
36966J12WY,28,M,267708,377,1,3,1,0,False,False,True,False
36967A47BN,33,F,365100,335,0,2,0,1,False,True,False,False
36967B80CO,32,M,216926,956,1,4,1,0,False,False,False,True
36970B98AC,60,F,160773,17,0,1,0,1,True,False,False,False
36970C45SG,29,F,138064,425,1,3,0,1,False,False,True,False
36971T38SB,55,F,455925,310,0,2,0,1,False,True,False,False
36973W05IF,52,F,237067,500,0,4,0,1,False,False,False,True
36973W46YT,61,M,695167,741,1,4,1,0,False,False,False,True
36979U69IA,59,F,379624,283,1,2,0,1,False,True,False,False
36981P73IE,30,F,439540,402,1,3,0,1,False,False,True,False
36984K17WE,27,M,210494,263,1,2,1,0,False,True,False,False
36985N30TB,42,M,127194,477,1,3,1,0,False,False,True,False
36986O69DE,25,M,285538,283,1,2,1,0,False,True,False,False
36987S02HP,38,M,164922,218,1,2,1,0,False,True,False,False
36990R32PW,55,F,374091,198,0,1,0,1,True,False,False,False
36993E77VE,58,M,754202,492,1,3,1,0,False,False,True,False
37003F49SS,34,F,418048,315,0,2,0,1,False,True,False,False
37007I92GG,27,F,220323,419,1,3,0,1,False,False,True,False
37007M99VZ,31,F,293611,313,0,2,0,1,False,True,False,False
37012C72LY,26,M,288305,413,1,3,1,0,False,False,True,False
37015N09KL,41,F,654560,270,0,2,0,1,False,True,False,False
37016J83PF,56,F,131147,453,0,3,0,1,False,False,True,False
37021Z76JP,48,M,783325,257,1,2,1,0,False,True,False,False
37022P67AL,48,F,763824,340,0,2,0,1,False,True,False,False
37023Q22HB,40,M,283894,388,1,3,1,0,False,False,True,False
37026E85LL,42,M,394915,421,1,3,1,0,False,False,True,False
37030V47ZR,48,M,118536,465,1,3,1,0,False,False,True,False
37031Z78VW,40,F,463339,43,1,1,0,1,True,False,False,False
37033A11TB,64,F,490576,277,1,2,0,1,False,True,False,False
37033Z53AQ,61,M,460022,253,1,2,1,0,False,True,False,False
37037R37UZ,64,M,742279,268,1,2,1,0,False,True,False,False
37038L19QO,31,F,330553,290,0,2,0,1,False,True,False,False
37038T93NX,54,M,178818,247,1,2,1,0,False,True,False,False
37039Z44EM,55,M,480233,434,0,3,1,0,False,False,True,False
37040Q96BU,59,F,470155,22,1,1,0,1,True,False,False,False
37042W88CC,53,F,402059,73,0,1,0,1,True,False,False,False
37043J46PE,35,F,359445,293,0,2,0,1,False,True,False,False
37043R79SG,33,F,408832,416,0,3,0,1,False,False,True,False
37045N70KC,28,F,139528,472,1,3,0,1,False,False,True,False
37046G03AM,39,M,329794,397,1,3,1,0,False,False,True,False
37051Y44XG,49,M,369025,99,0,1,1,0,True,False,False,False
37052B74QC,64,M,517708,258,0,2,1,0,False,True,False,False
37056A99XU,26,F,449197,224,0,2,0,1,False,True,False,False
37056C24OR,55,F,148549,954,0,4,0,1,False,False,False,True
37060F79AI,53,M,290954,1015,1,4,1,0,False,False,False,True
37060Z38ZR,49,M,550344,44,1,1,1,0,True,False,False,False
37063K72EA,33,M,116217,891,1,4,1,0,False,False,False,True
37064K88OS,34,M,120521,307,0,2,1,0,False,True,False,False
37064O25FP,40,M,391498,484,1,3,1,0,False,False,True,False
37068F86RO,41,F,715797,274,1,2,0,1,False,True,False,False
37069Z18NZ,58,F,303664,330,1,2,0,1,False,True,False,False
37075K91SE,40,F,357181,318,1,2,0,1,False,True,False,False
37077U11WQ,40,M,337057,231,1,2,1,0,False,True,False,False
37080D33BN,35,F,367403,428,1,3,0,1,False,False,True,False
37082D06TL,57,F,462699,330,0,2,0,1,False,True,False,False
37082Z57FY,28,F,307901,349,1,2,0,1,False,True,False,False
37093A70FT,39,M,359777,418,1,3,1,0,False,False,True,False
37096C99YG,28,F,216285,411,1,3,0,1,False,False,True,False
37096R39TS,43,F,349061,387,1,3,0,1,False,False,True,False
37101B86IV,41,M,240857,497,1,3,1,0,False,False,True,False
37103B88KE,36,F,310141,284,0,2,0,1,False,True,False,False
37106R91WL,59,F,167336,395,1,3,0,1,False,False,True,False
37113I00MJ,61,F,419011,590,0,4,0,1,False,False,False,True
37113O01VP,49,M,543869,525,1,4,1,0,False,False,False,True
37114T17JD,35,F,339595,470,1,3,0,1,False,False,True,False
37118B49SY,54,F,123923,433,0,3,0,1,False,False,True,False
37118S80MY,45,M,611861,437,1,3,1,0,False,False,True,False
37118W80UR,54,M,551386,275,0,2,1,0,False,True,False,False
37127A59KM,41,M,642893,858,1,4,1,0,False,False,False,True
37128G85MP,43,M,170867,146,1,1,1,0,True,False,False,False
37131G30HU,25,F,326389,319,0,2,0,1,False,True,False,False
37134T67NI,64,F,366656,173,0,1,0,1,True,False,False,False
37139E82DZ,39,M,258373,239,1,2,1,0,False,True,False,False
37141Y86IQ,60,F,106024,307,0,2,0,1,False,True,False,False
37142V79RS,34,F,313425,406,1,3,0,1,False,False,True,False
37146K23NN,25,M,220432,807,1,4,1,0,False,False,False,True
37157A14BI,65,F,526352,835,1,4,0,1,False,False,False,True
37162G50ID,62,F,459437,141,1,1,0,1,True,False,False,False
37164R66VZ,40,F,481123,627,1,4,0,1,False,False,False,True
37164R74BG,40,F,420200,293,0,2,0,1,False,True,False,False
37167A14SK,26,M,283681,253,0,2,1,0,False,True,False,False
37167Q10KM,35,F,311623,445,1,3,0,1,False,False,True,False
37168N05NY,42,F,616272,202,0,2,0,1,False,True,False,False
37171D04WS,37,F,269659,998,1,4,0,1,False,False,False,True
37179W58ML,29,M,170590,322,1,2,1,0,False,True,False,False
37181K24GJ,54,F,428075,936,1,4,0,1,False,False,False,True
37182A43EG,45,M,387394,411,0,3,1,0,False,False,True,False
37183K47CJ,32,F,281379,491,1,3,0,1,False,False,True,False
37184T12KI,61,M,793050,62,1,1,1,0,True,False,False,False
37186X06BT,45,M,297314,463,0,3,1,0,False,False,True,False
37188J59WZ,25,M,110287,234,0,2,1,0,False,True,False,False
37190C30ZM,61,F,152333,438,1,3,0,1,False,False,True,False
37191B29GV,30,F,441899,340,0,2,0,1,False,True,False,False
37192K35DF,34,M,275382,512,0,4,1,0,False,False,False,True
37192X49KG,49,M,746147,465,1,3,1,0,False,False,True,False
37193Y21VK,40,F,486597,459,1,3,0,1,False,False,True,False
37196M11LZ,65,F,249024,62,0,1,0,1,True,False,False,False
37198J44AH,49,M,621008,317,0,2,1,0,False,True,False,False
37198M03AM,46,F,525493,92,0,1,0,1,True,False,False,False
37208C78BQ,58,F,151395,55,0,1,0,1,True,False,False,False
37211O23QU,38,M,690736,222,1,2,1,0,False,True,False,False
37211U93DU,28,M,155216,266,0,2,1,0,False,True,False,False
37215X24RH,51,F,346096,298,1,2,0,1,False,True,False,False
37223O67XM,63,F,173795,195,0,1,0,1,True,False,False,False
37224D66PR,31,M,153317,246,0,2,1,0,False,True,False,False
37226X91CH,43,F,726395,211,1,2,0,1,False,True,False,False
37227G86JX,28,M,247585,321,1,2,1,0,False,True,False,False
37228H35PX,45,M,362488,387,1,3,1,0,False,False,True,False
37230I20HF,29,M,146225,311,0,2,1,0,False,True,False,False
37232Z70IK,36,M,217649,459,1,3,1,0,False,False,True,False
37234D30HF,62,F,174819,449,1,3,0,1,False,False,True,False
37234K95UA,35,F,303699,132,1,1,0,1,True,False,False,False
37234W14ZO,55,F,491120,939,1,4,0,1,False,False,False,True
37234W86BE,61,M,485023,394,1,3,1,0,False,False,True,False
37236L21AO,31,F,311629,428,1,3,0,1,False,False,True,False
37237G98IG,65,M,402920,248,1,2,1,0,False,True,False,False
37239A41KY,65,F,389264,743,1,4,0,1,False,False,False,True
37240Z31RG,51,F,307552,365,1,3,0,1,False,False,True,False
37243T58AE,61,M,411180,384,1,3,1,0,False,False,True,False
37245Y21XC,53,M,298892,300,0,2,1,0,False,True,False,False
37247M36KH,52,F,141701,115,0,1,0,1,True,False,False,False
37247V79LJ,51,F,370893,785,1,4,0,1,False,False,False,True
37249U65FI,42,M,404139,384,1,3,1,0,False,False,True,False
37251Y06YS,36,M,779147,142,1,1,1,0,True,False,False,False
37253B51ND,33,F,221205,471,1,3,0,1,False,False,True,False
37261Q09ZS,54,F,274272,353,0,2,0,1,False,True,False,False
37261T53FN,31,M,115438,813,0,4,1,0,False,False,False,True
37269V35XX,55,F,382608,88,1,1,0,1,True,False,False,False
37270V26BB,33,M,200180,446,1,3,1,0,False,False,True,False
37272Q61SY,63,M,272161,986,1,4,1,0,False,False,False,True
37275C25NS,32,M,114669,80,0,1,1,0,True,False,False,False
37280Z79OK,45,M,726917,867,1,4,1,0,False,False,False,True
37281D45VY,41,F,335795,343,0,2,0,1,False,True,False,False
37284O26SS,29,F,180451,342,0,2,0,1,False,True,False,False
37286P52XL,65,M,220190,145,0,1,1,0,True,False,False,False
37289O21OM,39,M,200046,458,1,3,1,0,False,False,True,False
37292N83LI,46,F,605669,337,1,2,0,1,False,True,False,False
37292O96ZS,54,F,135771,679,0,4,0,1,False,False,False,True
37292R17AY,65,M,583111,630,1,4,1,0,False,False,False,True
37296X00XL,63,M,432787,235,0,2,1,0,False,True,False,False
37297T72ZI,36,M,187679,314,0,2,1,0,False,True,False,False
37299R31TZ,31,M,123871,634,1,4,1,0,False,False,False,True
37303A88FY,49,M,496093,350,1,2,1,0,False,True,False,False
37304T84UL,31,M,172046,92,0,1,1,0,True,False,False,False
37309X96LV,44,M,443042,338,0,2,1,0,False,True,False,False
37310J34EN,29,M,219071,884,1,4,1,0,False,False,False,True
37310S06EK,33,F,147192,253,0,2,0,1,False,True,False,False
37313U45PT,51,M,152863,233,0,2,1,0,False,True,False,False
37315S59IE,38,F,635963,125,0,1,0,1,True,False,False,False
37323K19SX,35,M,153309,312,1,2,1,0,False,True,False,False
37324U89RG,45,F,467643,430,1,3,0,1,False,False,True,False
37326C30VG,50,F,405131,389,0,3,0,1,False,False,True,False
37332F19CU,42,F,304789,827,1,4,0,1,False,False,False,True
37333G20IQ,65,M,245664,514,1,4,1,0,False,False,False,True
37335D97FJ,62,F,179381,105,1,1,0,1,True,False,False,False
37340P85RC,34,M,273110,369,1,3,1,0,False,False,True,False
37341Y74VL,60,M,70570,251,0,2,1,0,False,True,False,False
37342R82SM,43,M,342882,266,1,2,1,0,False,True,False,False
37342U38RQ,61,F,125221,477,0,3,0,1,False,False,True,False
37343A00HD,39,M,146851,309,0,2,1,0,False,True,False,False
37343G93HY,44,F,357920,74,0,1,0,1,True,False,False,False
37348U48VE,28,F,492115,345,0,2,0,1,False,True,False,False
37350L71XK,50,F,519493,419,1,3,0,1,False,False,True,False
37352K06RI,59,F,188331,645,1,4,0,1,False,False,False,True
37356C28GA,43,F,628203,152,0,1,0,1,True,False,False,False
37356I64BW,42,F,543989,270,0,2,0,1,False,True,False,False
37357F27WI,53,F,164301,121,0,1,0,1,True,False,False,False
37358U15EN,49,F,411760,374,0,3,0,1,False,False,True,False
37359Q88CI,40,M,319700,424,1,3,1,0,False,False,True,False
37361C19OZ,61,M,561597,127,1,1,1,0,True,False,False,False
37362H56FV,38,M,524120,905,1,4,1,0,False,False,False,True
37366B43AE,38,F,721725,316,1,2,0,1,False,True,False,False
37366N42PB,44,M,397990,159,1,1,1,0,True,False,False,False
37367N36RG,55,F,215584,9,0,1,0,1,True,False,False,False
37371F20PE,50,F,658411,357,0,2,0,1,False,True,False,False
37381S93II,39,M,288479,282,1,2,1,0,False,True,False,False
37387K58ED,31,M,234631,159,0,1,1,0,True,False,False,False
37387P27BC,44,M,247942,224,1,2,1,0,False,True,False,False
37393F87RU,43,F,341317,167,0,1,0,1,True,False,False,False
37395W08ZZ,30,M,153336,493,1,3,1,0,False,False,True,False
37396D62GI,42,F,710728,175,0,1,0,1,True,False,False,False
37397M16KJ,46,M,239829,180,0,1,1,0,True,False,False,False
37398S90IQ,49,M,501739,220,1,2,1,0,False,True,False,False
37404Z34IO,51,F,270824,393,1,3,0,1,False,False,True,False
37405Z36TZ,57,M,359686,688,1,4,1,0,False,False,False,True
37407H64QU,54,F,438792,212,0,2,0,1,False,True,False,False
37414T70WV,61,F,522851,33,1,1,0,1,True,False,False,False
37416F15FQ,48,M,108814,10,0,1,1,0,True,False,False,False
37416R39VS,52,F,156067,93,0,1,0,1,True,False,False,False
37424T78FQ,54,M,714963,294,0,2,1,0,False,True,False,False
37427I30YR,25,M,200911,240,1,2,1,0,False,True,False,False
37429Z03ZC,32,M,154487,534,0,4,1,0,False,False,False,True
37436W52AE,41,M,367764,492,0,3,1,0,False,False,True,False
37439O40KY,60,F,257181,451,1,3,0,1,False,False,True,False
37440J31RF,26,F,239520,354,0,2,0,1,False,True,False,False
37440J89JT,34,M,264540,279,1,2,1,0,False,True,False,False
37442E31XM,58,M,681794,306,0,2,1,0,False,True,False,False
37442V01WH,55,F,248011,460,1,3,0,1,False,False,True,False
37448I01XB,51,M,767317,422,1,3,1,0,False,False,True,False
37450R43YN,50,F,437381,650,1,4,0,1,False,False,False,True
37450W96YX,51,F,123312,601,0,4,0,1,False,False,False,True
37451F44GX,63,M,552574,54,0,1,1,0,True,False,False,False
37455M23LD,41,M,132412,266,0,2,1,0,False,True,False,False
37456K02DS,37,M,171075,393,1,3,1,0,False,False,True,False
37458L22AT,55,M,659761,725,1,4,1,0,False,False,False,True
37460H57TN,41,M,507949,455,1,3,1,0,False,False,True,False
37466B33PR,55,M,538875,370,1,3,1,0,False,False,True,False
37470F05TD,26,F,371491,394,1,3,0,1,False,False,True,False
37470T19HA,45,F,718277,396,1,3,0,1,False,False,True,False
37472K97AT,41,F,285469,410,0,3,0,1,False,False,True,False
37475M61FP,36,F,562709,133,0,1,0,1,True,False,False,False
37476E57HC,32,F,459616,203,1,2,0,1,False,True,False,False
37478R12YD,35,M,230926,595,1,4,1,0,False,False,False,True
37488L47OG,45,M,439615,423,1,3,1,0,False,False,True,False
37488S15NX,60,M,671866,103,1,1,1,0,True,False,False,False
37491H89KK,32,F,288224,374,1,3,0,1,False,False,True,False
37494F90PW,55,M,477336,32,1,1,1,0,True,False,False,False
37498C83SW,29,F,374797,318,1,2,0,1,False,True,False,False
37501U41GO,49,M,362847,436,1,3,1,0,False,False,True,False
37505J05CB,31,M,195840,299,1,2,1,0,False,True,False,False
37506L65XA,45,F,348200,197,1,1,0,1,True,False,False,False
37510R29TO,40,M,471096,481,1,3,1,0,False,False,True,False
37511Q53RN,47,M,715856,95,1,1,1,0,True,False,False,False
37513B13XM,59,M,704730,827,1,4,1,0,False,False,False,True
37513X09HZ,52,F,417944,239,0,2,0,1,False,True,False,False
37517B07BF,51,M,468139,231,1,2,1,0,False,True,False,False
37522B06QW,51,M,582542,345,1,2,1,0,False,True,False,False
37523F64GM,64,F,93389,363,1,3,0,1,False,False,True,False
37528M42ID,36,M,797565,549,1,4,1,0,False,False,False,True
37529D44CY,33,M,121409,48,0,1,1,0,True,False,False,False
37529I26EE,35,F,314803,227,0,2,0,1,False,True,False,False
37534F41AL,46,F,591357,317,1,2,0,1,False,True,False,False
37535V59YG,25,M,178181,310,1,2,1,0,False,True,False,False
37539E18ST,29,M,140595,166,0,1,1,0,True,False,False,False
37540F40CS,56,M,427995,300,0,2,1,0,False,True,False,False
37540H99BJ,35,M,202769,295,0,2,1,0,False,True,False,False
37542U24KL,27,M,284492,246,1,2,1,0,False,True,False,False
37544W77QH,61,F,347712,971,1,4,0,1,False,False,False,True
37546T31DQ,32,M,109653,313,0,2,1,0,False,True,False,False
37548Z63CJ,55,F,92843,18,0,1,0,1,True,False,False,False
37554L95NE,45,M,742365,521,1,4,1,0,False,False,False,True
37555O69CM,54,F,268669,223,0,2,0,1,False,True,False,False
37556J87FJ,45,F,384451,194,0,1,0,1,True,False,False,False
37556X22PX,30,F,318668,405,1,3,0,1,False,False,True,False
37558E57OZ,54,M,774519,113,0,1,1,0,True,False,False,False
37558L39AA,48,M,517757,982,1,4,1,0,False,False,False,True
37559Z66YI,26,M,219017,434,1,3,1,0,False,False,True,False
37562H69WR,33,F,459739,463,0,3,0,1,False,False,True,False
37563R64MP,44,M,425322,5,1,1,1,0,True,False,False,False
37565O74HI,25,F,447472,302,1,2,0,1,False,True,False,False
37567Q93NT,42,M,585544,163,0,1,1,0,True,False,False,False
37567X88NQ,64,M,156612,62,0,1,1,0,True,False,False,False
37572L44CG,35,M,254971,626,1,4,1,0,False,False,False,True
37573E48EC,28,F,344878,351,0,2,0,1,False,True,False,False
37575B53HT,29,F,405317,461,1,3,0,1,False,False,True,False
37575R95NN,50,M,615515,515,1,4,1,0,False,False,False,True
37578T79JX,25,F,271464,334,1,2,0,1,False,True,False,False
37578X45VL,54,F,168123,331,0,2,0,1,False,True,False,False
37580G95WG,52,M,110910,653,1,4,1,0,False,False,False,True
37585I87IR,38,M,383403,415,1,3,1,0,False,False,True,False
37589J96FQ,26,M,255259,293,1,2,1,0,False,True,False,False
37589U74TD,27,M,255799,208,0,2,1,0,False,True,False,False
37590G27VX,52,F,264944,192,0,1,0,1,True,False,False,False
37593E79KE,48,F,409635,427,1,3,0,1,False,False,True,False
37597E93BO,37,M,208253,307,0,2,1,0,False,True,False,False
37597W80JZ,60,F,291869,935,1,4,0,1,False,False,False,True
37598H57WI,45,M,466135,293,1,2,1,0,False,True,False,False
37599S27BU,30,F,444387,206,0,2,0,1,False,True,False,False
37600U46YQ,36,M,433541,348,0,2,1,0,False,True,False,False
37613P42EU,65,M,357569,183,1,1,1,0,True,False,False,False
37615C62PM,65,F,189475,28,1,1,0,1,True,False,False,False
37615U30EO,27,M,266375,976,1,4,1,0,False,False,False,True
37616P30RZ,47,F,446104,355,0,2,0,1,False,True,False,False
37625E17WX,41,M,125563,329,0,2,1,0,False,True,False,False
37628L03XY,39,F,457728,353,1,2,0,1,False,True,False,False
37628Y10PS,61,F,172213,107,1,1,0,1,True,False,False,False
37629B10VZ,35,F,444419,254,1,2,0,1,False,True,False,False
37632R37IB,38,M,474086,215,1,2,1,0,False,True,False,False
37634A43LF,58,M,244042,230,1,2,1,0,False,True,False,False
37635G52QF,39,F,438941,319,0,2,0,1,False,True,False,False
37635N60RK,29,F,330892,338,1,2,0,1,False,True,False,False
37638T73LY,35,F,391475,224,0,2,0,1,False,True,False,False
37640Z45WT,30,F,333061,376,0,3,0,1,False,False,True,False
37644U71GA,60,M,72813,82,0,1,1,0,True,False,False,False
37645E11JJ,40,M,525869,160,0,1,1,0,True,False,False,False
37646J09EP,58,M,464339,358,0,2,1,0,False,True,False,False
37647B20CC,27,F,323868,308,1,2,0,1,False,True,False,False
37647M97ZQ,64,M,235581,144,0,1,1,0,True,False,False,False
37648B52GT,27,M,160105,987,1,4,1,0,False,False,False,True
37654G12NB,56,F,216008,459,1,3,0,1,False,False,True,False
37665L79UZ,35,F,158296,301,1,2,0,1,False,True,False,False
37666B78FI,30,F,389827,307,0,2,0,1,False,True,False,False
37667B05QX,49,F,454728,300,0,2,0,1,False,True,False,False
37668O18QY,47,F,406992,667,1,4,0,1,False,False,False,True
37670F50VA,42,F,395864,997,1,4,0,1,False,False,False,True
37673Z60WQ,38,F,691813,705,1,4,0,1,False,False,False,True
37680H40KF,44,M,309871,395,0,3,1,0,False,False,True,False
37689U99FT,45,M,141956,457,1,3,1,0,False,False,True,False
37691C08OT,26,M,146175,233,0,2,1,0,False,True,False,False
37696F57FV,33,M,126221,931,0,4,1,0,False,False,False,True
37697X10MH,27,M,222072,392,1,3,1,0,False,False,True,False
37698M92HY,46,F,347280,280,1,2,0,1,False,True,False,False
37699D31NQ,36,F,311184,372,1,3,0,1,False,False,True,False
37710O92LW,28,F,310474,182,0,1,0,1,True,False,False,False
37711O47LQ,30,F,192632,463,0,3,0,1,False,False,True,False
37712U54HQ,30,F,381544,266,1,2,0,1,False,True,False,False
37713I35OM,59,F,335112,321,0,2,0,1,False,True,False,False
37716V55ZE,38,M,116439,87,0,1,1,0,True,False,False,False
37718H07XF,25,F,206840,405,1,3,0,1,False,False,True,False
37719L62AU,33,F,202597,312,1,2,0,1,False,True,False,False
37725W12JH,62,M,341975,350,0,2,1,0,False,True,False,False
37733L91US,64,M,623743,8,1,1,1,0,True,False,False,False
37734O93MK,52,F,270496,480,1,3,0,1,False,False,True,False
37735S97HW,62,F,456408,184,0,1,0,1,True,False,False,False
37737U14XS,47,F,385229,463,1,3,0,1,False,False,True,False
37745E93ZJ,26,F,349757,347,1,2,0,1,False,True,False,False
37745W74KK,28,M,265701,345,1,2,1,0,False,True,False,False
37747L26BM,55,F,87088,326,0,2,0,1,False,True,False,False
37749R01RB,58,M,345592,216,1,2,1,0,False,True,False,False
37752I41UQ,30,F,397386,455,0,3,0,1,False,False,True,False
37755D53YO,39,M,284238,319,0,2,1,0,False,True,False,False
37755S27YK,63,M,131708,410,1,3,1,0,False,False,True,False
37756C38UG,39,M,218767,295,1,2,1,0,False,True,False,False
37762O71EY,41,M,610200,74,0,1,1,0,True,False,False,False
37764C83RR,33,F,289757,296,0,2,0,1,False,True,False,False
37764J36TU,42,F,299629,272,0,2,0,1,False,True,False,False
37767D68KI,39,F,417112,123,0,1,0,1,True,False,False,False
37767K08DX,56,F,252360,98,1,1,0,1,True,False,False,False
37772S82ZZ,40,M,437018,335,0,2,1,0,False,True,False,False
37772Y92BT,56,F,270627,489,1,3,0,1,False,False,True,False
37781X36XD,62,F,126888,799,1,4,0,1,False,False,False,True
37783G35PD,63,M,750780,249,0,2,1,0,False,True,False,False
